SET NUMBER|CARD NUMBER|NAME|RARITY|THRESHOLD|TYPE|SUB TYPE|FACTION|SOCKET COUNT|COST|ATK|HEALTH|TEXT|FLAVOR|RESTRICTION|ARTIST|ENTERS PLAY EXHAUSTED|EQUIPMENT STRING|CURRENT RESOURCES ADDED|MAX RESOURCES ADDED|UUID
Set02_PvE_Talents_alternates|0|#PET_SABRETOOTH#|Non-Collectible|1 Ruby|Troop|Pet Beast|None|0|2|2|1|    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|aabac376-3640-101f-fac2-c93687147895
Set02_PvE_Talents_alternates|0|#PET_SABRETOOTH#|Non-Collectible|1 Ruby|Troop|Pet Beast|None|0|2|2|1|    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|8ecf7f10-f49b-e874-1d1e-ff8d23ae06a4
Set02_PvE_Talents_alternates|0|#PET_SABRETOOTH#|Non-Collectible|1 Ruby|Troop|Pet Beast|None|0|2|2|1|    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.||Unique|Hendry Iwanaga|0||0|0|6c6cf523-09c6-4314-97c3-2b2b2d51ad1c
Set02_PvE_Talents_alternates|0|#PET_SABRETOOTH#|Non-Collectible|1 Ruby|Troop|Pet Beast|None|0|2|2|2|    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|ed4fee24-5d47-d44c-beb5-d78286e282ab
Set02_PvE_Talents_alternates|0|#PET_SABRETOOTH#|Non-Collectible|1 Ruby|Troop|Pet Beast|None|0|2|2|2|    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|5682061e-8070-c161-326d-1b99de992db3
Set02_PvE_Talents_alternates|0|#PET_SABRETOOTH#|Non-Collectible|1 Ruby|Troop|Pet Beast|None|0|2|2|2|    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.||Unique|Hendry Iwanaga|0||0|0|b2e7d97a-1573-4a40-abc8-1ec56a19f6f4
Set02_PvE_Talents_alternates|0|#PET_SABRETOOTH#|Non-Collectible|1 Ruby|Troop|Pet Beast|None|0|2|2|2|||Unique|Hendry Iwanaga|0||0|0|3a0e8d54-26d3-48f6-a2d7-2c6d4d736c92
Set02_PvE_Talents_alternates|0|#PET_SPIRIT_STAG#|Non-Collectible|1 Diamond|Troop|Pet Spirit Beast|None|0|2|1|1|Lifedrain    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|42183294-93d1-cc57-14fe-718632f6328b
Set02_PvE_Talents_alternates|0|#PET_SPIRIT_STAG#|Non-Collectible|1 Diamond|Troop|Pet Spirit Beast|None|0|2|1|1|Lifedrain    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|851c4429-2364-a4b9-b5fc-347a32b8a908
Set02_PvE_Talents_alternates|0|#PET_SPIRIT_STAG#|Non-Collectible|1 Diamond|Troop|Pet Spirit Beast|None|0|2|1|1|Lifedrain    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.||Unique|Hendry Iwanaga|0||0|0|c34797e8-e657-40b7-885b-f5756a3b7090
Set02_PvE_Talents_alternates|0|#PET_SPIRIT_STAG#|Non-Collectible|1 Diamond|Troop|Pet Spirit Beast|None|0|2|1|2|Lifedrain    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|2c68c178-6751-d039-f533-dcc1cb86b160
Set02_PvE_Talents_alternates|0|#PET_SPIRIT_STAG#|Non-Collectible|1 Diamond|Troop|Pet Spirit Beast|None|0|2|1|2|Lifedrain    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|99744ba5-f2bd-3552-ee8a-6e6b989f2a10
Set02_PvE_Talents_alternates|0|#PET_SPIRIT_STAG#|Non-Collectible|1 Diamond|Troop|Pet Spirit Beast|None|0|2|1|2|Lifedrain    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.||Unique|Hendry Iwanaga|0||0|0|6ae7c568-6b61-4ffa-8573-2ff7b28aa7e1
Set02_PvE_Talents_alternates|0|#PET_SPIRIT_STAG#|Non-Collectible|1 Diamond|Troop|Pet Spirit Beast|None|0|2|1|2|Lifedrain||Unique|Hendry Iwanaga|0||0|0|9add3bac-5862-4cae-a0c4-f87d08cb34e5
Set02_PvE_Talents_alternates|0|#PET_HOUND#|Non-Collectible|1 Diamond|Troop|Pet Beast|None|0|2|1|1|[ONE-SHOT]: (0) -> Target opposing troop gets Marked.    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|747df797-adb7-b5b5-5368-ec9f12db30cd
Set02_PvE_Talents_alternates|0|#PET_HOUND#|Non-Collectible|1 Diamond|Troop|Pet Beast|None|0|2|1|1|[ONE-SHOT]: (0) -> Target opposing troop gets Marked.    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|1b23afb5-d08d-aed3-9fd7-e22f94eeb26f
Set02_PvE_Talents_alternates|0|#PET_HOUND#|Non-Collectible|1 Diamond|Troop|Pet Beast|None|0|2|1|1|[ONE-SHOT]: (0) -> Target opposing troop gets Marked.    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.||Unique|Hendry Iwanaga|0||0|0|9f341755-3699-44ac-ad48-ed5af1654d3b
Set02_PvE_Talents_alternates|0|#PET_HOUND#|Non-Collectible|1 Diamond|Troop|Pet Beast|None|0|2|1|2|[ONE-SHOT]: (0) -> Target opposing troop gets Marked.    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|9db811d4-3e05-3aac-e5ab-ccad6f16300f
Set02_PvE_Talents_alternates|0|#PET_HOUND#|Non-Collectible|1 Diamond|Troop|Pet Beast|None|0|2|1|2|[ONE-SHOT]: (0) -> Target opposing troop gets Marked.    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|61e37a58-e89d-2bc5-d6ed-04a263e04bd7
Set02_PvE_Talents_alternates|0|#PET_HOUND#|Non-Collectible|1 Diamond|Troop|Pet Beast|None|0|2|1|2|[ONE-SHOT]: (0) -> Target opposing troop gets Marked.    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.||Unique|Hendry Iwanaga|0||0|0|d31131d1-2270-4ecf-b47b-5ecefabfcd63
Set02_PvE_Talents_alternates|0|#PET_HOUND#|Non-Collectible|1 Diamond|Troop|Pet Beast|None|0|2|1|2|[ONE-SHOT]: (0) -> Target opposing troop gets Marked.||Unique|Hendry Iwanaga|0||0|0|87e978ff-aa54-4b3e-981b-5f61c5c4979a
Set02_PvE_Talents_alternates|0|#PET_BABY_SPIDER#|Non-Collectible|1 Blood|Troop|Pet Spider|None|0|2|1|1|Unblockable    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|824ee23e-3416-da5b-a0f0-88cdc60e2ab9
Set02_PvE_Talents_alternates|0|#PET_BABY_SPIDER#|Non-Collectible|1 Blood|Troop|Pet Spider|None|0|2|1|1|Unblockable    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|b814b605-67c7-6fae-a829-2c9cf7dbf0b4
Set02_PvE_Talents_alternates|0|#PET_BABY_SPIDER#|Non-Collectible|1 Blood|Troop|Pet Spider|None|0|2|1|1|Unblockable    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.||Unique|Hendry Iwanaga|0||0|0|7883e444-2873-433f-93fd-04227aa3f7e4
Set02_PvE_Talents_alternates|0|#PET_BABY_SPIDER#|Non-Collectible|1 Blood|Troop|Pet Spider|None|0|2|1|2|Unblockable    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|ed0efd53-a693-7a8a-1b51-0cc06516aa3c
Set02_PvE_Talents_alternates|0|#PET_BABY_SPIDER#|Non-Collectible|1 Blood|Troop|Pet Spider|None|0|2|1|2|Unblockable    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|64f3b31f-76a7-968b-3191-db5b05f3fb57
Set02_PvE_Talents_alternates|0|#PET_BABY_SPIDER#|Non-Collectible|1 Blood|Troop|Pet Spider|None|0|2|1|2|Unblockable    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.||Unique|Hendry Iwanaga|0||0|0|188c670e-e1f0-4e0f-8733-0859410e6d75
Set02_PvE_Talents_alternates|0|#PET_BABY_SPIDER#|Non-Collectible|1 Blood|Troop|Pet Spider|None|0|2|1|2|Unblockable||Unique|Hendry Iwanaga|0||0|0|05dc8276-1aa8-4f14-b327-a13bc320b8a4
Set02_PvE_Talents_alternates|0|#PET_RAT#|Non-Collectible|1 Blood|Troop|Pet Beast|None|0|2|1|1|[ONE-SHOT]: Deathcry - Put this into play.    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|0114bc1f-93b4-cc98-5a21-01571012e0da
Set02_PvE_Talents_alternates|0|#PET_RAT#|Non-Collectible|1 Blood|Troop|Pet Beast|None|0|2|1|1|[ONE-SHOT]: Deathcry - Put this into play.    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|907e6694-d264-1a2e-bb93-2b4a7f0f0ee7
Set02_PvE_Talents_alternates|0|#PET_RAT#|Non-Collectible|1 Blood|Troop|Pet Beast|None|0|2|1|1|[ONE-SHOT]: Deathcry - Put this into play.    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.||Unique|Hendry Iwanaga|0||0|0|558a57d4-d74d-4af3-adf3-f3d6c5557804
Set02_PvE_Talents_alternates|0|#PET_RAT#|Non-Collectible|1 Blood|Troop|Pet Beast|None|0|2|1|2|[ONE-SHOT]: Deathcry - Put this into play.    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|902007cc-6f1d-b134-17b0-dd62e09dd77f
Set02_PvE_Talents_alternates|0|#PET_RAT#|Non-Collectible|1 Blood|Troop|Pet Beast|None|0|2|1|2|[ONE-SHOT]: Deathcry - Put this into play.    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|fcaa7337-6ce5-77f3-ed69-0044d03926a2
Set02_PvE_Talents_alternates|0|#PET_RAT#|Non-Collectible|1 Blood|Troop|Pet Beast|None|0|2|1|2|[ONE-SHOT]: Deathcry - Put this into play.    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.||Unique|Hendry Iwanaga|0||0|0|ea14ecea-0c0e-4fa2-8bd0-8d10f1306c0a
Set02_PvE_Talents_alternates|0|#PET_RAT#|Non-Collectible|1 Blood|Troop|Pet Beast|None|0|2|1|2|[ONE-SHOT]: Deathcry - Put this into play.||Unique|Hendry Iwanaga|0||0|0|a04cd4eb-f8b6-48d7-8fe6-e143695f913e
Set02_PvE_Talents_alternates|0|#PET_ROBOT_DOG#|Non-Collectible||Troop, Artifact|Pet Robot Beast|None|0|2|1|2|Steadfast    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|e5365ca0-65a5-5c17-1b03-b17a93486b70
Set02_PvE_Talents_alternates|0|#PET_ROBOT_DOG#|Non-Collectible||Troop, Artifact|Pet Robot Beast|None|0|2|1|2|Steadfast    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|4ea167c7-22bb-c7e1-fbc7-e7b8527418a4
Set02_PvE_Talents_alternates|0|#PET_ROBOT_DOG#|Non-Collectible||Troop, Artifact|Pet Robot Beast|None|0|2|1|2|Steadfast    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.||Unique|Hendry Iwanaga|0||0|0|4fc907fe-b564-4a64-a06c-e0db6f20a373
Set02_PvE_Talents_alternates|0|#PET_ROBOT_DOG#|Non-Collectible||Troop, Artifact|Pet Robot Beast|None|0|2|1|3|Steadfast    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|2cbb9260-d392-29b0-28ee-85a9138e1f1e
Set02_PvE_Talents_alternates|0|#PET_ROBOT_DOG#|Non-Collectible||Troop, Artifact|Pet Robot Beast|None|0|2|1|3|Steadfast    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|b9e0557d-5dae-7505-403e-58642bb58178
Set02_PvE_Talents_alternates|0|#PET_ROBOT_DOG#|Non-Collectible||Troop, Artifact|Pet Robot Beast|None|0|2|1|3|Steadfast    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.||Unique|Hendry Iwanaga|0||0|0|dc9cea60-ba6a-4e9c-95c7-386eb7b2f297
Set02_PvE_Talents_alternates|0|#PET_ROBOT_DOG#|Non-Collectible||Troop, Artifact|Pet Robot Beast|None|0|2|1|3|Steadfast||Unique|Hendry Iwanaga|0||0|0|d4e8a1fa-f4d6-45ce-b817-c5f431690cc3
Set02_PvE_Talents_alternates|0|#PET_SHROOMKIN#|Non-Collectible|1 Wild|Troop|Pet Shroomkin|None|0|2|1|1|Lethal    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|41e648b9-80bd-fd54-fcbe-22e89b9d9eab
Set02_PvE_Talents_alternates|0|#PET_SHROOMKIN#|Non-Collectible|1 Wild|Troop|Pet Shroomkin|None|0|2|1|1|Lethal    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|840a3a1f-e580-49b3-5270-21ed52445b4e
Set02_PvE_Talents_alternates|0|#PET_SHROOMKIN#|Non-Collectible|1 Wild|Troop|Pet Shroomkin|None|0|2|1|1|Lethal    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.||Unique|Hendry Iwanaga|0||0|0|2b7dc2dd-2a09-42f7-92c4-250c426b8aef
Set02_PvE_Talents_alternates|0|#PET_SHROOMKIN#|Non-Collectible|1 Wild|Troop|Pet Shroomkin|None|0|2|1|2|Lethal    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|901a1ff9-4f7d-0d90-1046-dead9e18fe69
Set02_PvE_Talents_alternates|0|#PET_SHROOMKIN#|Non-Collectible|1 Wild|Troop|Pet Shroomkin|None|0|2|1|2|Lethal    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.    Deploy - Target opposing champion or troop becomes Marked.||Unique|Hendry Iwanaga|0||0|0|9e3487eb-0913-afee-287b-3d4973685b03
Set02_PvE_Talents_alternates|0|#PET_SHROOMKIN#|Non-Collectible|1 Wild|Troop|Pet Shroomkin|None|0|2|1|2|Lethal    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.||Unique|Hendry Iwanaga|0||0|0|3b5915b9-d126-426a-a5c9-32ee28951d48
Set02_PvE_Talents_alternates|0|#PET_SHROOMKIN#|Non-Collectible|1 Wild|Troop|Pet Shroomkin|None|0|2|1|2|Lethal||Unique|Hendry Iwanaga|0||0|0|3a50c27d-0415-4ed3-b4dd-4e1111260bf4
Set02_PvE_Talents|0|Great Spore Beast|Non-Collectible||Troop|Plant Beast|None|0|4|3|4|At the start of your turn, add a seed counter to this.    Beasts and/or Plants you control have +1[ATK]/+1[DEF] for each seed counter on cards you control.|||Nicholas Cloister|0||0|0|d34ce70b-4aee-4b1e-860d-a2c1aedbf0d1
Set02_PvE_Talents|0|Never Surrender|Non-Collectible||Constant||None|0|4|0|0|When a troop you control blocks, choose one at random: Gain 1 health; Gain a charge; or Draw a card.|||John Silva|0||0|0|97fa2eed-2607-42ea-91de-cbf8542228cf
Set02_PvE_Talents|0|Boiling Blood|Non-Collectible||Basic Action||None|0|0|0|0|Gain [L1][R0] for each combat damage dealt to opposing champions this turn.    Draw a card.|||Andrei Pervakhin|0||0|0|13aaf70e-41cf-44ef-949e-465b9d3e06c4
Set02_PvE_Talents|0|Royal Lion|Non-Collectible||Troop|Pet Beast|None|0|2|3|2|Deploy - Choose one at random: This gets Speed; or this gets Swiftstrike.|||Phu Thieu|0||0|0|a3c35543-0722-4e41-b6eb-9abea9775711
Set02_PvE_Talents|0|Royal Lion Keeper|Non-Collectible||Troop|Human Ranger|None|0|2|2|2|Deploy - Summon a Royal Lion.|||Phu Thieu|0||0|0|f2cd8c45-7dc8-4956-b0b9-9a38b0becf8f
Set02_PvE_Talents|0|Destructive Magic|Non-Collectible||Quick Action||None|0|8|0|0|Deal #VAR1_2# damage to each opposing champion.    You invoke "destroy up to #VAR2_1# target cards."    At the start of your turn, if this is in your hand, choose one at random: This gets cost -(2); increase the first bolded number by 2; or increase the second bolded number by 1.|||Michael Berube|0||0|0|cf52ce0e-29b4-4ac3-96fe-408380445e11
Set02_PvE_Talents|0|Protective Magic|Non-Collectible||Quick Action||None|0|3|0|0|Gain #VAR1_2# health.    Draw #VAR2_1# cards.    At the start of your turn, if this is in your hand, choose one at random: This gets cost -(1); increase the first bolded number by 4; or increase the second bolded number by 2.|||Michael Berube|0||0|0|4a6deea4-fda7-4586-8ec3-5e4de996d810
Set02_PvE_Talents|0|Barrier Vines|Non-Collectible||Troop|Plant|None|0|1|2|1|Defensive|||Piotr Arendzikowski|0||0|0|6095df27-1927-4d48-8379-f3e145283c6a
Set02_PvE_Talents|0|Shrine of Briggadon|Non-Collectible||Artifact||None|0|5|0|0|Deploy - Put two random troops from your crypt into play.    Troops you control have +1[ATK]/+1[DEF] and Crush.|||Alayna Lemmer|0||0|0|cfeafe80-0f8c-4d9a-9f32-4169faf3337e
Set02_PvE_Talents|0|Flamebreath Wolverine|Non-Collectible||Troop|Beast|None|0|1|2|2|Deploy - Draw a card.    [ONE-SHOT]: (1) -> Add a burning counter to each opposing champion.|||Xavier Ribeiro|0||0|0|ead48dea-eb3e-4659-b622-b1319b5d1abe
Set02_PvE_Talents|0|Fertile Ground|Non-Collectible||Constant||None|0|0|0|0|Deploy - Gain [L1][R1].    You can play an additional resource on each of your turns.|||Kieran Yanner|0||0|0|e94237d0-dd02-4c6c-95a5-dfa27bfa4828
Set02_PvE_Talents|0|Eye of Chaos|Non-Collectible|1 Sapphire|Constant|Chaostouched|None|0|3|0|0|When you play a non-resource card, add a chaos counter to this. Then, if there are 10 or more, remove them all. Summon a random Chaostouched artifact, Chaostouched constant, or Chaostouched troop.|||Benjamin Weustemaat|0||0|0|2162a81c-ab8a-4bba-9037-b58214464134
Set02_PvE_Talents|0|Guardian Golem|Non-Collectible||Troop, Artifact|Construct|None|0|1|0|2|Defensive    [ONE-SHOT]: (1), Exhaust -> Target card you control gets Invincible this turn.|||Jason Pichon|0||0|0|8d2880ce-99bc-410e-b05b-b3c8d0423368
Set02_PvE_Talents|0|Bombardment|Non-Collectible||Quick Action||None|0|2|0|0|Deal 1 to 4 damage at random to each opposing non-Marked champion or opposing non-Marked troop.    Deal 4 damage to each opposing Marked champion or opposing Marked troop.|||Julio Cesar Oliveira Rocha|0||0|0|03f95176-a15a-4eff-b715-d6d0dd0d79fb
Set02_PvE_Talents|0|Chew Toy|Non-Collectible||Troop, Artifact|Toy|None|0|2|0|3|This can't attack    This can't block.    Exhaust -> Exhaust target ready Pet you control. It gets +1[ATK]. This gets -1[DEF].|||Anders Finer|0||0|0|973b7bff-e112-473d-94df-cca73d715557
Set02_PvE_Talents|0|Pet Treat|Non-Collectible||Quick Action||None|0|0|0|0|Target Pet troop gets +1[ATK]/+1[DEF].    Draw a card.|||Firat Solhan|0||0|0|9111d7a1-9187-492e-826a-a603f4d67f10
Set02_PvE_Talents|0|#PET_BUMBLE_BEE#|Non-Collectible|1 Wild|Troop|Pet Insect|None|0|2|1|1|Flight||Unique|Piotr Arendzikowski|0||0|0|3b8e9ce8-7de4-420c-807a-04419c02ce9f
Set02_PvE_Talents|0|#PET_SABRETOOTH#|Non-Collectible|1 Ruby|Troop|Pet Beast|None|0|2|2|1|||Unique|Hendry Iwanaga|0||0|0|02d54724-bbc1-4ec7-b0d7-525f3c6f5406
Set02_PvE_Talents|0|#PET_SPIRIT_STAG#|Non-Collectible|1 Diamond|Troop|Pet Spirit Beast|None|0|2|1|1|Lifedrain||Unique|Hendry Iwanaga|0||0|0|79696398-168d-4c16-a797-f9ecdd1f1dd4
Set02_PvE_Talents|0|#PET_HOUND#|Non-Collectible|1 Diamond|Troop|Pet Beast|None|0|2|1|1|[ONE-SHOT]: (0) -> Target opposing troop gets Marked.||Unique|Hendry Iwanaga|0||0|0|3499d04f-5a52-4a59-a0b2-8c26c488c8c0
Set02_PvE_Talents|0|#PET_BABY_SPIDER#|Non-Collectible|1 Blood|Troop|Pet Spider|None|0|2|1|1|Unblockable||Unique|Hendry Iwanaga|0||0|0|5d1d3b86-bb94-4c67-863a-5907af2b5fb1
Set02_PvE_Talents|0|#PET_RAT#|Non-Collectible|1 Blood|Troop|Pet Beast|None|0|2|1|1|[ONE-SHOT]: Deathcry - Put this into play.||Unique|Hendry Iwanaga|0||0|0|e5e71a59-3522-4deb-8740-84976ef0c220
Set02_PvE_Talents|0|#PET_ROBOT_DOG#|Non-Collectible||Troop, Artifact|Pet Robot Beast|None|0|2|1|2|Steadfast||Unique|Hendry Iwanaga|0||0|0|2bc51855-8ab0-4308-8c0f-2b00f4c4e514
Set02_PvE_Talents|0|#PET_SHROOMKIN#|Non-Collectible|1 Wild|Troop|Pet Shroomkin|None|0|2|1|1|Lethal||Unique|Hendry Iwanaga|0||0|0|58bff49e-14af-43a6-aec3-a918237538ae
Set02_PvE_Talents|0|A Warrior's Guilt|Non-Collectible||Quick Action||None|0|0|0|0|When this enters your hand, void it. Add five dazed counters to yourself.|||Melissa Brouwer|0||0|0|2aa49ebb-5008-4673-904b-44f849c2e1d6
Set02_PvE_Talents|0|Old War Wound|Non-Collectible||Quick Action||None|0|0|0|0|When this enters your hand, void it. You lose half your health rounded down.|||Manuel Casteanon|0||0|0|cc7d0ff2-c917-4ea0-b8e4-2c7d1e4c3606
Set02_PvE_Talents|0|Improvised Firebomb|Non-Collectible||Artifact||None|0|0|0|0|(2), Sacrifice this -> Add two burning counters to target opposing champion. Add two dazed counters to that champion.|||Ursula Dorada|0||0|0|87849ea9-8b05-4669-9b8e-823fd620e600
